Textbox543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Select a past date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox490,Textbox33,Textbox491,Textbox447,Textbox84,Textbox518,Textbox544,Textbox519,ZeroHour1,ZeroHourCount,ZeroHour,ZeroHourCount1,Textbox413,Textbox520,HourOne1,HourOneCount,HourOne,HourOneCount1,Textbox429,Textbox521,HourTwo1,HourTwoCount,HourTwo,HourTwoCount1,Textbox349,Textbox522,HourThree1,HourThreeCount,HourThree,HourThreeCount1,Textbox397,Textbox523,HourFour1,HourFourCount,HourFour,HourFourCount1,Textbox381,Textbox524,HourFive1,HourFiveCount,HourFive,HourFiveCount1,Textbox365,Textbox525,HourSix1,HourSixCount,HourSix,HourSixCount1,Textbox333,Textbox526,HourSeven1,HourSevenCount,HourSeven,HourSevenCount1,Textbox317,Textbox527,HourEight1,HourEightCount,HourEight,HourEightCount1,Textbox301,Textbox528,HourNine1,HourNineCount,HourNine,HourNineCount1,Textbox285,Textbox529,HourTen1,HourTenCount,HourTen,HourTenCount1,Textbox269,Textbox530,HourEleven1,HourElevenCount,HourEleven,HourElevenCount1,Textbox253,Textbox531,HourTwelve1,HourTwelveCount,HourTwelve,HourTwelveCount1,Textbox221,Textbox532,HourThirteen1,HourThirteenCount,HourThirteen,HourThirteenCount1,Textbox237,Textbox533,HourFourteen1,HourFourteenCount,HourFourteen,HourFourteenCount1,Textbox205,Textbox534,HourFifteen1,HourFifteenCount,HourFifteen,HourFifteenCount1,Textbox189,Textbox535,HourSixteen1,HourSixteenCount,HourSixteen,HourSixteenCount1,Textbox173,Textbox536,HourSeventeen1,HourSeventeenCount,HourSeventeen,HourSeventeenCount1,Textbox157,Textbox537,HourEighteen1,HourEighteenCount,HourEighteen,HourEighteenCount1,Textbox141,Textbox538,HourNineteen1,HourNineteenCount,HourNineteen,HourNineteenCount1,Textbox125,Textbox539,HourTwenty1,HourTwentyCount,HourTwenty,HourTwentyCount1,Textbox69,Textbox540,HourTwentyOne1,HourTwentyOneCount,HourTwentyOne,HourTwentyOneCount1,Textbox109,Textbox541,HourTwentyTwo1,HourTwentyTwoCount,HourTwentyTwo,HourTwentyTwoCount1,Textbox43,Textbox542,HourTwentyThree1,HourTwentyThreeCount,HourTwentyThree,HourTwentyThreeCount1,Textbox445,Textbox2,Textbox4,Textbox5,Textbox6,Textbox7
Take Out,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$0.00 ,0,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$9.40 ,1,$141.90 ,4,1.01%,10:00 AM,$179.13 ,15,$630.02 ,29,4.48%,11:00 AM,"$1,090.15 ",74,"$2,825.52 ",151,20.11%,12:00 PM,"$1,414.36 ",103,"$2,562.12 ",171,18.24%,1:00 PM,$835.33 ,68,"$1,536.53 ",114,10.94%,2:00 PM,$413.49 ,36,$782.32 ,59,5.57%,3:00 PM,$310.54 ,28,$549.91 ,43,3.91%,4:00 PM,$711.92 ,54,$970.53 ,75,6.91%,5:00 PM,$593.92 ,40,"$1,093.14 ",66,7.78%,6:00 PM,$633.00 ,36,"$1,128.78 ",59,8.04%,7:00 PM,$683.90 ,41,"$1,086.39 ",60,7.73%,8:00 PM,$313.04 ,21,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,"$7,188.18 ",517,"$14,047.83 ",867
Pickup,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$0.00 ,0,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$0.00 ,0,$141.90 ,4,1.01%,10:00 AM,$142.00 ,1,$630.02 ,29,4.48%,11:00 AM,$104.29 ,2,"$2,825.52 ",151,20.11%,12:00 PM,$49.24 ,2,"$2,562.12 ",171,18.24%,1:00 PM,$8.25 ,1,"$1,536.53 ",114,10.94%,2:00 PM,$21.09 ,2,$782.32 ,59,5.57%,3:00 PM,$0.00 ,0,$549.91 ,43,3.91%,4:00 PM,$23.00 ,1,$970.53 ,75,6.91%,5:00 PM,$21.39 ,1,"$1,093.14 ",66,7.78%,6:00 PM,$0.00 ,0,"$1,128.78 ",59,8.04%,7:00 PM,$0.00 ,0,"$1,086.39 ",60,7.73%,8:00 PM,$0.00 ,0,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,$369.26 ,10,"$14,047.83 ",867
Delivery,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$0.00 ,0,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$0.00 ,0,$141.90 ,4,1.01%,10:00 AM,$18.64 ,1,$630.02 ,29,4.48%,11:00 AM,$150.30 ,5,"$2,825.52 ",151,20.11%,12:00 PM,$139.58 ,2,"$2,562.12 ",171,18.24%,1:00 PM,$41.58 ,2,"$1,536.53 ",114,10.94%,2:00 PM,$49.12 ,3,$782.32 ,59,5.57%,3:00 PM,$27.98 ,2,$549.91 ,43,3.91%,4:00 PM,$29.68 ,2,$970.53 ,75,6.91%,5:00 PM,$39.23 ,2,"$1,093.14 ",66,7.78%,6:00 PM,$0.00 ,0,"$1,128.78 ",59,8.04%,7:00 PM,$0.00 ,0,"$1,086.39 ",60,7.73%,8:00 PM,$0.00 ,0,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,$496.11 ,19,"$14,047.83 ",867
Eat In,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$0.00 ,0,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$0.00 ,0,$141.90 ,4,1.01%,10:00 AM,$0.00 ,0,$630.02 ,29,4.48%,11:00 AM,$0.00 ,0,"$2,825.52 ",151,20.11%,12:00 PM,$0.00 ,0,"$2,562.12 ",171,18.24%,1:00 PM,$0.00 ,0,"$1,536.53 ",114,10.94%,2:00 PM,$0.00 ,0,$782.32 ,59,5.57%,3:00 PM,$0.00 ,0,$549.91 ,43,3.91%,4:00 PM,$0.00 ,0,$970.53 ,75,6.91%,5:00 PM,$0.00 ,0,"$1,093.14 ",66,7.78%,6:00 PM,$0.00 ,0,"$1,128.78 ",59,8.04%,7:00 PM,$0.00 ,0,"$1,086.39 ",60,7.73%,8:00 PM,$0.00 ,0,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,$0.00 ,0,"$14,047.83 ",867
Online Pickup,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$253.45 ,4,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$132.50 ,3,$141.90 ,4,1.01%,10:00 AM,$164.63 ,4,$630.02 ,29,4.48%,11:00 AM,$523.22 ,30,"$2,825.52 ",151,20.11%,12:00 PM,$379.18 ,30,"$2,562.12 ",171,18.24%,1:00 PM,$281.30 ,21,"$1,536.53 ",114,10.94%,2:00 PM,$150.20 ,8,$782.32 ,59,5.57%,3:00 PM,$75.77 ,5,$549.91 ,43,3.91%,4:00 PM,$166.87 ,15,$970.53 ,75,6.91%,5:00 PM,$289.69 ,16,"$1,093.14 ",66,7.78%,6:00 PM,$287.10 ,14,"$1,128.78 ",59,8.04%,7:00 PM,$261.15 ,12,"$1,086.39 ",60,7.73%,8:00 PM,$21.00 ,2,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,"$2,986.06 ",164,"$14,047.83 ",867
Online Delivery,Time,Value,Count,Total ($),Total Count,Total (%),12:00 AM,$0.00 ,0,$0.00 ,0,0.00%,1:00 AM,$0.00 ,0,$0.00 ,0,0.00%,2:00 AM,$0.00 ,0,$0.00 ,0,0.00%,3:00 AM,$0.00 ,0,$0.00 ,0,0.00%,4:00 AM,$0.00 ,0,$0.00 ,0,0.00%,5:00 AM,$0.00 ,0,$253.45 ,4,1.80%,6:00 AM,$0.00 ,0,$0.00 ,0,0.00%,7:00 AM,$0.00 ,0,$0.00 ,0,0.00%,8:00 AM,$0.00 ,0,$0.00 ,0,0.00%,9:00 AM,$0.00 ,0,$141.90 ,4,1.01%,10:00 AM,$125.62 ,8,$630.02 ,29,4.48%,11:00 AM,$957.56 ,40,"$2,825.52 ",151,20.11%,12:00 PM,$579.76 ,34,"$2,562.12 ",171,18.24%,1:00 PM,$370.07 ,22,"$1,536.53 ",114,10.94%,2:00 PM,$148.42 ,10,$782.32 ,59,5.57%,3:00 PM,$135.62 ,8,$549.91 ,43,3.91%,4:00 PM,$39.06 ,3,$970.53 ,75,6.91%,5:00 PM,$148.91 ,7,"$1,093.14 ",66,7.78%,6:00 PM,$208.68 ,9,"$1,128.78 ",59,8.04%,7:00 PM,$141.34 ,7,"$1,086.39 ",60,7.73%,8:00 PM,$153.18 ,9,$487.22 ,32,3.47%,9:00 PM,$0.00 ,0,$0.00 ,0,0.00%,10:00 PM,$0.00 ,0,$0.00 ,0,0.00%,11:00 PM,$0.00 ,0,$0.00 ,0,0.00%,Total,"$3,008.22 ",157,"$14,047.83 ",867
